-,"AC
        Type",AC Type,Aboard,Date,Fatalities,Flight #,Ground,Location,Operator,Registration,Route,Summary,Time,Year,cn / ln
ACCIDENT DETAILS,Embraer 120ER Brasilia,Embraer 120ER BrasiliaT-500,36   (passengers:34  crew:2),"September 14, 2011",30   (passengers:30  crew:0),?,0,"Huambo, Angola",Military - FANA Forca Aerea Nacional Angolana,T-500,Huambo - Luanda,"The military plane crashed, broke in two and burned while attempting to takeoff from Huambo Airport. Six persons survived including the pilot and copilot.",1200,2011,120357
ACCIDENT DETAILS,North American P-51D-15-NA Mustang,North American P-51D-15-NA MustangN79111,1   (passengers:0  crew:1),"September 16, 2011",1   (passengers:0  crew:1),?,10,"Reno, Nevada",Private - Aero Trans Corp,N79111,Air race,The pilot of the aircraft participating in an air race lost control and dove into the spectator box seating area disintegrating upon impact. A section of the left elevator trim tab separated in flight. Investigation determined that the looseness of the elevator trim tab attachment screws and a fatigue crack in one of the screws caused a decrease in the structural stiffness of the elevator trim system.,1625,2011,109-35934
ACCIDENT DETAILS,De Havilland Canada DHC-6-300 Twin Otter,De Havilland Canada DHC-6-300 Twin OtterC-GARW,9   (passengers:7  crew:2),"September 22, 2011",2   (passengers:0  crew:2),?,0,"Yellowknife, Northwest Territories, Canada",Arctic Sunwest Charters,C-GARW,Thor Lake - Great Slave Lake,"While coming in for a landing at Great Slave Lake the float plane hit powerlines, two cars and part of a building.  The pilot attempted to abort the landing after an aircraft float dug into the water. A cross-wind flipped the plane on end and it clipped power lines in front of a building, spinning it 90 degrees. The plane then crashed, floats first, into a façade. The fuselage then rotated on the ground and, the floats demolished two vehicles and came to rest in a parking lot facing back the way it had come.",1315,2011,367
ACCIDENT DETAILS,Beechcraft 1900D,Beechcraft 1900D9N-AEK,19   (passengers:16  crew:3),"September 25, 2011",19   (passengers:16  crew:3),?,0,"Near Kathmandu, Nepal",Buddha Air,9N-AEK,Sightseeing,The sightseeing flight of Mt. Everest struck terrain while on approach to Kathmandu-Tribhuvan Airport. One passenger survived the accident but died on the way to the hospital.,0731,2011,UE-295
ACCIDENT DETAILS,CASA NC-212 Aviocar 200,CASA NC-212 Aviocar 200PK-TLF,18   (passengers:14  crew:4),"September 29, 2011",18   (passengers:14  crew:4),?,0,"Near Bohorok, Indonesia",Nusantara Buana Air,PK-TLF,Medan - Kutacane,"Contact with the plane was lost 10 minutes after taking off from Medan. Wreckage was located near Bohorok, on the slope of a mountain 6,100 feet high. VFR flight into IMC conditions. Lack of crew coordination.",0738,2011,?
ACCIDENT DETAILS,de Havilland Canada DHC-8-102,de Havilland Canada DHC-8-102P2-MCJ,32   (passengers:28  crew:4),"October 13, 2011",28   (passengers:26  crew:2),1600,0,"Near Madang, Papua New Guinea",Airline PNG,P2-MCJ,Lae - Madang,"While on approach to Madang, the plane crashed into dense forest near the Gogol River, 20 km south of Madang. The two pilots and two pasengers survived the accident. Overspeeding of both propellers. The plane had to be manually flown because the aircraft's yaw damper was unserviceable. Neither pilot noticed the aircraft's speed increasing to its maximum operating speed. The pilot-in-command pulled the power levels of the plane 'quite quickly'. Moments later both propellers over-sped simultaneously. The over-speeding propellers back-drove the turbines in the engines (instead of the engine turbines driving the propellers) and this caused severe damage to the left engine.After the emergency began, the first officer quickly identified the double propeller over-speed. At about the same time, smoke appeared in the cockpit and various aircraft system malfunction alerts activated. The crew did not respond to any of these alerts by implementing the emergency procedures detailed in company manuals and the quick reference handbook.",1700,2011,125
ACCIDENT DETAILS,Beechcraft 100 King Air,Beechcraft 100 King AirC-GXRX,9   (passengers:7  crew:2),"October 27, 2011",1   (passengers:0  crew:1),?,0,"Vancouver, BC, Canada",Northern Thunderbird Air Inc.,C-GXRX,Vancouver - Kelowna,"After taking off, the pilot reported problems with the aircraft and began returning to the airport. The plane crashed 900 meters short of Runway 26L. The plane took off even though the passengers reported an oil leak under one of the wings to the crew. Shortly after taking off the captain reported he was returning to the airport due to an oil problem.",0412,2011,B-36
ACCIDENT DETAILS,Eurocopter EC-130 B4,Eurocopter EC-130 B4N11QV,5   (passengers:4  crew:1),"November 10, 2011",5   (passengers:4  crew:1),?,0,"Near Kilohana, Molokai, Hawaii",Blue Hawaiian Helicopter,N11QV,Sightseeing,"The sightseeing helicopter, on a tourist excursion of West Maui and Molokai, slammed into a mountainside and burst into flames while flying in heavy rain and winds. The pilot's failure to maintain clearance from mountainous terrain while operating in marginal weather conditions which resulted in impact of the horizontal stabilizer and lower forward portion of the Fenestron with he ground and or vegetation.",1214,2011,4909
ACCIDENT DETAILS,Aerospatiale AS 332L1 Super Puma,Aerospatiale AS 332L1 Super PumaXC-UHM,8   (passengers:7  crew:1),"November 11, 2011",8   (passengers:7  crew:1),?,0,"Near Santa Catarina Atoyzingo, Mexico",Fuerza Aerea Mexicana,XC-UHM,"Campo Militar Marte - Ciudad de Cuernavaca, Morelos","The Mexican presidential helicopter crashed into the side of a hill in low clouds, at a height of 2,600 meters. The helicopter carried the Secretary of the Interior, José Francisco Blake Mora and other government officials.",0855,2011,2127
ACCIDENT DETAILS,Aerospatiale AS-350 B2 Ecureuil,Aerospatiale AS-350 B2 EcureuilN37SH,5   (passengers:4  crew:1),"December 07, 2011",5   (passengers:4  crew:1),?,0,"Near Henderson, Nevada",Sundance Helicopters Inc.,N37SH,Sightseeing,"The touring helicopter on a sightseeing flight of the Las Vegas Strip and Hoover Dam, crashed into a mountainside between Lake Mead and Henderson.say Critical steering hardware was disconnected, and the bolt and other tiny parts that should have secured it weren't found on the scene. Records show the mechanism was overhauled the day before but passed multiple inspections on the day of the crash. Inadequate maintenance of the helicopter, including the improper reuse of a degraded self-locking nut, the improper or lack of installation of a split pin and inadequate post maintenance inspections which resulted in the in-flight separation of the servo control input rod from the fore/aft servo and rendering the helicopter uncontrollable.",1645,2011,2300
ACCIDENT DETAILS,Bell 206B,Bell 206BN5016M,3   (passengers:2  crew:1),"December 26, 2011",3   (passengers:2  crew:1),?,0,"Green Grove, Florida",?,N5016M,"Jacksonville, FL - Gainsville, FL",The on-demand air taxi was on a flight to procure an organ for transplantation when it crashed in a wooded area near the Jacksonville Sheriff's Department Aviation Unit. The helicopter was at a height of 30 feet when it struck a 50 ft. tree.,0554,2011,2636
ACCIDENT DETAILS,Bell 407,Bell 407N445MT,3   (passengers:2  crew:1),"January 02, 2013",3   (passengers:2  crew:1),?,0,"Near Clear Lake, Iowa",Med-Trans Corporaion,N445MT,Mercy Hospital - Palo Alto Couonty Hospital,"The air ambulance crashed and burned north of Ventura near Clear Lake Iowa in ice, haze and misty conditons.",2057,2013,53959
ACCIDENT DETAILS,Britten Norman BN-2A-27 Islander,Britten Norman BN-2A-27 IslanderYV-2615,6   (passengers:5  crew:1),"January 04, 2013",6   (passengers:5  crew:1),?,0,"Off Los Roques, Venezuela",Transaereo 5074,YV-2615,Los Roques - Caracas,"The flight disappeared while en route from Los Roques island to Caracas. When the plane was approximately 11 miles from Los Roques Airport, radar showed it began rapidly losing altitude and speed. It is presumed to have crashed in the ocean. The son of Italian designer Ottavio Missoni was among those onboard.",1140,2013,20
ACCIDENT DETAILS,Canadair CRJ-200ER,Canadair CRJ-200ERUP-CJ006,21   (passengers:16  crew:5),"January 29, 2013",21   (passengers:16  crew:5),760,0,"Near Kyzyltu, Kazakhstan",SCAT Air,UP-CJ006,"Kokshetau - Almaty, Kazakhstan","The jet crashed in heavy fog outside of Almaty while attempting to land at Almaty Airport for a second time. The aircraft was found in swampy terrain about 1 mile short of the runway threshold. The accident occurred during the execution of a go-around, in instrument meteorological conditions, without the possibility of visual contact with ground reference points, the necessity of which was caused by the mismatch between the actual weather conditions and the minimum conditions for which the crew was certified to land.",1313,2013,7431
ACCIDENT DETAILS,Antonov AN-24RV,Antonov AN-24RVUR-WRA,45   (passengers:41  crew:4),"February 13, 2013",5   (passengers:5  crew:0),8971,0,"Donetsk, Ukraine",South Airlines,UR-WRA,Odessa - Donetsk,"While attempting to land on runway 8 in dense fog, the plane overran the runway , overturned and caught fire. The airplane operated as a charter flight carrying football fans on their way to a match of Shakhtar Donetsk against Borussia Dortmund. Pilot error.  A loss of speed by the aircraft during the landing approach due to an error of the unprepared crew. The crew had no clearance to land given the weather conditions.",1809,2013,37308709
ACCIDENT DETAILS,Fokker 50,Fokker 509Q-CBD,10   (passengers:4  crew:6),"March 04, 2013",7   (passengers:1  crew:6),?,0,"Goma, Congo",Compagnie Africaine d' Aviation (CAA),9Q-CBD,Lodja - Goma,The aircraft crashed short of the runway while attempting to land in heavy rain at Goma Airport crashing into the back yards of several houses in the Lake Kivu area.,1755,2013,20270
ACCIDENT DETAILS,Beechcraft 1900C,Beechcraft 1900CN116AX,2   (passengers:0  crew:2),"March 08, 2013",2   (passengers:0  crew:2),51,0,"Near Dillingham, Alaska",Ace Air Cargo,N116AX,King Salmon - Dillingham,"The cargo plane crashed about 20 miles northeast of Dillingham while on approach to Dillingham Airport. Wreckage was discovered on Saturday with the pilot and copilot fatally injured. The aircraft was badly fragmented in three sections. The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists. Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts.",0815,2013,UC-17
ACCIDENT DETAILS,Boeing B-737-8GP,Boeing B-737-8GPPK-LKS,108   (passengers:101  crew:7),"April 13, 2013",0   (passengers:0  crew:0),904,0,"Denpasar, Indonesia",Lion Air,PK-LKS,Bandung - Denpasar,"The airliner came down in the ocean, 150 feet short of the runway, while on final approach to Denpasar-Ngurah Rai Bali International Airport. All 101 passengers and crew of 7 survived. Forty-five people were injured.",1535,2013,38728/4350
ACCIDENT DETAILS,Boeing B-747-428BCF,Boeing B-747-428BCFN949CA,7   (passengers:0  crew:7),"April 29, 2013",7   (passengers:0  crew:7),102,0,"Bagram Air Base, Afghanistan",National Air Cargo,N949CA,Bagram - Dubai Al Maktoum,"The civilian cargo plane crashed and burned shortly after taking off from runway 03 at Bagram Air Base. The plane was carrying 5 armored vehicles. The airline's cargo operations manual did not explain how to account for the orientation of the tiedown straps when calculating how many were needed, and the inexperienced and uncertified loadmaster used too few straps. When the plane began climbing, the rearmost vehicle, weighing 28,000
pounds, broke free and smashed into the tail, severing two hydraulic  systems and the elevator jackscrew, leaving the plane uncontrollable.",1525,2013,25630/960
ACCIDENT DETAILS,Sikorsky S-76,Sikorsky S-76?,4   (passengers:2  crew:2),"May 31, 2013",4   (passengers:2  crew:2),?,0,"Moosonee, Ontario",Ornge Air Ambulance,?,Moosonee- Attawapiskat,"The air ambulance helicopter crashed 0.7 miles from its departure point. The pilot, copilot and two paramedics were killed. The helicopter was headed to Attawapiskat to pick up a patient.",1211,2013,?
ACCIDENT DETAILS,MI 172 V5 helicopter,MI 172 V5 helicopter?,20   (passengers:15  crew:5),"June 25, 2013",20   (passengers:15  crew:5),?,0,"Gaurikund, near Kedarnath, Uttarakhand State, India.",Indian Air Force,?,From Gauchar airstrip,Crashed during flood relief operations. The passengers were from paramilitary forces.,?,2013,?
ACCIDENT DETAILS,Boeing B-777-28EER,Boeing B-777-28EERHL7742,307   (passengers:291  crew:16),"July 06, 2013",3   (passengers:3  crew:0),214,0,"San Francisco, California",Asiana Airlines,HL7742,Shanghai - Seoul - San Francisco,"The aircraft crash landed short of the runway while on approach to runway 28L at San Francisco International Airport. The tail section, landing gear, and both engines separated from the fuselage and a fire erupted. Debris was scattered from the ocean front to the runway to where the aircraft came to rest. The plane's voice and flight data recorders show that the aircraft was coming in too slow and too low and that the pilots appear to have increased speed seven seconds before impact. A stall warning sounded four seconds before the crash, and the crew then made an internal decision ""to initiate a go-around 1.5 seconds to impact.Two passengers were killed and 182 injured. One passenger was run over by one of the emergency vehicles. The crew's failure to monitor and maintain the plane's airspeed, and its failure to abort the landing when in trouble. The pilot and co-pilot reasonably believed the automatic throttle would keep the plane flying fast enough to land safely, when in fact the auto throttle was effectively shut off after the pilot idled it to correct an unexplained climb earlier in the landing. The flight crew over-relied on automated systems that they did not fully understand.",1138,2013,29171/553
