-,AC Type,AC Type.1,Aboard,Date,Fatalities,Flight #,Ground,Location,Operator,Registration,Route,Summary,Time,Year,cn / ln,Operator Country,rule_based_category,processed_summary,x,y,kmeans_cluster,hybrid_category,kmeans_cluster_interpretation,category_id
ACCIDENT DETAILS,McDonnell Douglas MD-82,McDonnell Douglas MD-82HK-4374X,160   (passengers:152  crew:8),"August 16, 2005",160   (passengers:152  crew:8),708,0,"Near La Cucharita, Venezuela",West Caribbean Airways,HK-4374X,"Panama City - Fort de France, Martinique","While en route, the crew reported engine trouble with both engines and planed to divert to Caracas. The plane began losing altitude and eventually crashed in the Sierra de Perija mountains on the Columbian-Venezuelan border. The autopilot might have reduced engine power too much after a rapid climb to FL330, allowing airspeed to bleed off to the point of a stall. Also the data recorder showed that rather than push the nose over to recover from the stall, the pilots held the yoke to their chests all the way to the ground. It has also been suggesting that a buildup of ice inside each engine's PT2 probe was responsible for the accident.",0330,2005,49484/1315,Colombia,Control loss,reported engine trouble engine planed divert caracas losing altitude sierra perija mountain columbian venezuelan border autopilot might reduced engine power much rapid climb allowing airspeed bleed stall data recorder rather push nose recover stall pilot held yoke chest ground suggesting buildup ice inside engine probe responsible accident,0.25732896798666677,-0.15412815560476595,2,Control loss,Control loss,2
ACCIDENT DETAILS,Boeing B-737-244,Boeing B-737-244OB-1809,98   (passengers:92  crew:6),"August 23, 2005",40   (passengers:36  crew:4),204,0,"Near Pucallpa, Peru",TANS Peru,OB-1809,Lima - Pucallpa - Iquitos,"The plane was about to land at Pucallpa when it ran into strong winds from a tropical storm. The pilot tried to make an emergency landing without its landing gear on a road near the jungle airport. The plane crashed, broke up and caught fire about 2 miles from the airport. Passengers reported heavy turbulence and flames when the plane crashed. The exact cause of the crash is still unknown, but it is believed that the plane was making an emergency landing because of a hailstorm.",1506,2005,22580/87,Peru,Explosion/Fire,land pucallpa ran wind tropical storm make emergency landing without landing gear road near jungle broke caught fire mile passenger reported heavy turbulence flame exact crash unknown believed emergency landing hailstorm,0.28707095439714225,-0.15500687881181777,3,Explosion/Fire,Explosion/Fire,3
ACCIDENT DETAILS,Boeing 737-230,Boeing 737-230PK-RIM,117   (passengers:112  crew:5),"September 05, 2005",99   (passengers:94  crew:5),091,44,"Medan, Indonesia",Mandala Airlines,PK-RIM,Medan - Jakarta,"Seconds after taking off the jetliner shook violently, veered to the left and crashed into a residential neighborhood 500 yards past the end of the runway. It is speculated that the plane was overloaded.",0940,2005,22136/738,Indonesia,Cargo mishandling,second jetliner shook violently veered residential yard end speculated overloaded,0.035345044676192684,-0.024067695767214403,0,Cargo mishandling,Cargo mishandling,0
ACCIDENT DETAILS,Antonov 26B,Antonov 26BER-AZT,11   (passengers:7  crew:4),"September 05, 2005",11   (passengers:7  crew:4),?,0,"Isiro, Democtratic Republic Congo",Kavatshi Airlines,ER-AZT,Beni - Isiro,"While on approach to Runway 31 the plane hit trees, crashed and burned.",0730,2005,9005,Moldova,Shot down/Military action,hit tree burned,0.14995103160961223,0.010972074902718239,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Antonov AN-26A,Antonov AN-26A9Q-CFD,14   (passengers:11  crew:3),"September 09, 2005",14   (passengers:11  crew:3),?,0,"Near Brazzaville, Congo",Air Kasai,9Q-CFD,Boende - Kinshasa,"While en route, a witness saw the plane lose altitude and crash to the ground and disintegrate into pieces north of Brazzaville. Weather was poor with thunderstorms and strong winds.",1545,2005,37312901,Zaire,Weather-related,witness saw lose altitude crash ground disintegrate piece brazzaville weather poor thunderstorm wind,0.20793522098391004,0.09767793465945554,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Antonov 12V,Antonov 12V9Q-CWC,100   (passengers:96  crew:4),"October 04, 2005",2   (passengers:2  crew:0),?,0,"Aru, Democratic Republic Cogo",Wimbi Dira Airways,9Q-CWC,Kisangani - Bunia,The aircraft carrying troops made a hard landing causing the landing gear to penetrate the fuselage. Two passengers were killed when they exited the plane and ran into the propellers which were still turning.,?,2005,2400901,Zaire,Mechanical failure,carrying troop made landing landing gear penetrate fuselage passenger killed exited ran propeller turning,0.14808008271264964,-0.09703898385416956,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Boeing B-737-2L9,Boeing B-737-2L95N-BFN,117   (passengers:111  crew:6),"October 22, 2005",117   (passengers:111  crew:6),3210,0,"Lisa, Nigeria",Bellview Airlines,5N-BFN,Lagos - Abuja,"The tower lost sight and contact with the plane about five minutes after taking off from Murtala Muhammad International  airport. The plane crashed about 30 miles north of Lagos.  A storm was passing through the airport at about the time the aircraft took off. A combination of poor maintenance of the plane by the ground crew together with a lightning strike to the right wing of the plane caused the right engine to ignite, causing the aircraft to bank heavily to the left and eventually lose control.",2040,2005,22734/818,Nigeria,Weather-related,tower lost sight contact minute murtala muhammad international mile lagos storm passing combination poor maintenance ground together lightning strike wing engine ignite bank heavily lose control,0.20804338718424487,-0.06624100995295805,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Lockheed C-130B Hercules,Lockheed C-130B Hercules5-8512,94   (passengers:84  crew:10),"December 06, 2005",94   (passengers:84  crew:10),?,14,"Tehran, Iran",Military - Islamic Republic of Iran Air Force,5-8512,Tehran - Bandar Abbas,The military plane crashed into an apartment building in the Azari district after taking off from Mehrabad Airport. The plane suffered engine failure and was attempting to return for a emergency landing.,1415,2005,4386,,Mechanical failure,military apartment building azari mehrabad suffered engine failure return emergency landing,0.24322617436314461,-0.2627495738988295,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Boeing B-737-7H4,Boeing B-737-7H4N471WN,103   (passengers:98  crew:5),"December 08, 2005",0   (passengers:0  crew:0),1248,1,"Chicago, Illinois",Southwest Airlines,N471WN,"Baltimore, Maryland - Chicago, Illinois - Las Vegas, Nevada","The jetliner slid off Runway 13C at Chicago's Midway Airport, went through an airport boundary fence and crashed into two vehicles at a nearby intersection, killing a young 6- year-old boy. Heavy snow was falling at the time of the accident. The plane had circled the airport for 30 to 35 minutes before attempting to land. The pilots' failure to use available reverse thrust in a timely manner to safely slow or stop the airplane after landing, which resulted in a runway overrun. This failure occurred because the pilots' first experience and lack of familiarity with the airplane's autobrake system distracted them from thrust reverser usage during the challenging landing. Contributing to the accident were Southwest Airline's 1) failure to provide its pilots with clear and consistent guidance and training regarding company policies and procedures related to arrival landing distance calculations; 2) programming and design of its onboard performance computer, which did not present inherent assumptions in the program critical to pilot decision making; 3) plan to implement new autobrake procedures without a familiarization period; and 4) failure to include a margin of safety in the arrival assessment to account for operational uncertainties. Also contributing to the accident was the pilots' failure to divert to another airport given reports that included poor braking action and a tailwind component greater than 5 knots. Contributing to the severity of the accident was the absence of an engineering materials arresting system, which was needed because of the limited runway safety area beyond the departure end of runway 31C.",1915,2005,32471/1535,United States of America,Pilot error,jetliner slid chicago midway boundary fence vehicle nearby intersection killing young year old heavy snow falling accident circled minute land pilot failure available reverse thrust timely manner safely slow stop landing overrun failure occurred pilot experience lack familiarity autobrake system distracted thrust reverser usage challenging landing accident southwest airline failure provide pilot clear consistent guidance training regarding company policy procedure related arrival landing distance calculation programming design onboard performance computer present inherent assumption program critical decision plan implement new autobrake procedure without familiarization period failure include margin safety arrival assessment account operational uncertainty accident pilot failure divert given report included poor braking action tailwind component greater knot severity accident absence engineering material arresting system needed limited safety beyond departure end,0.21031731632010875,-0.08938233778447875,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,McDonnell DC-9-32,McDonnell DC-9-325N-BFD,110   (passengers:103  crew:7),"December 10, 2005",108   (passengers:101  crew:7),1145,0,"Near Port Harcourt, Nigeria",Sosoliso Airlines,5N-BFD,Abuja - Port Harcourt,"The plane crash-landed and burst into flames in a lightning storm while attempting to land at Port Harcourt Airport. Pilot error. The crew's decision to continue to approach below the decision altitude without having the runway in sight.  It was recommended to improve the training of Nigerian pilots to recognize and recover from adverse weather conditions including windshear. Also, airports and aircraft should be equipped with instruments to detect windshear. In addition, it was recommended that airports and aircraft be equipped with instruments to detect windshear.",1408,2005,47562/685,Nigeria,Weather-related,crash landed burst flame lightning storm land port harcourt error decision decision altitude without sight recommended improve training nigerian pilot recognize recover adverse weather condition including windshear airport equipped instrument detect windshear addition recommended airport equipped instrument detect windshear,0.1538973805035575,0.040376458168049766,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Grumman G73T Turbo Mallard,Grumman G73T Turbo MallardN2969,20   (passengers:18  crew:2),"December 19, 2005",20   (passengers:18  crew:2),101,0,"Off Miami Beach, Florida",Chalk's Ocean Airways,N2969,"Miami, Florida - Bimini, Bahamas","The seaplane crashed off Miami Beach next to a jetty as it was taking off. There was an explosion and fire and the right wing separated prior to the plane impacting the water. Examination of the wreckage revealed fatigue cracks in the right wing. The failure of Chalk's Ocean Airways' maintenance program to identify and properly repair fatigue cracks in the wing, and the failure of the FAA to detect and correct deficiencies in the company's maintenance program. Although a 16-inch crack in the wing had been patched, a more significant flaw in a nearby support beam hadn't been repaired. The carrier had no record of patching the crack.",1440,2005,J-27,United States of America,Mechanical failure,seaplane miami beach jetty explosion fire wing separated prior impacting water examination wreckage revealed fatigue crack wing failure chalk ocean airway maintenance program identify properly repair fatigue crack wing failure faa detect correct deficiency company maintenance program although inch crack wing patched significant flaw nearby support beam repaired carrier record patching crack,0.10973735723065725,-0.08583763675993321,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Antonov AN-140-100,Antonov AN-140-100  4K-AZ48,23   (passengers:18  crew:5),"December 23, 2005",23   (passengers:18  crew:5),217,0,"Nardaran, Azerbaijan",Azerbaijan Airlines,4K-AZ48,"Baku, Azerbaijan - Aktau, Kazakhstan",The plane crashed along the shore of the Caspian Sea 8 minutes after taking off from Baku. Instrument failure left the crew unable to control the aircraft.,2227,2005,36525307036,Azerbaijan,Mechanical failure,shore caspian sea minute baku instrument failure unable control,0.16182952780532528,-0.09050899533320383,6,Mechanical failure,Mechanical failure,6
